Age,Gender,Income,CountryLive
31,male,50000,United States of America
22,male,30000,United States of America
31,male,60000,United States of America
25,male,60000,United States of America
30,male,27000,United States of America
21,male,16000,United States of America
24,male,40000,United States of America
24,male,7000,United States of America
24,male,15000,United States of America
36,male,74000,United States of America
28,male,70000,United States of America
25,female,20000,United States of America
30,male,15000,United States of America
29,male,10000,Brazil
24,male,70000,United States of America
34,male,32000,United States of America
36,male,100000,United States of America
30,female,30000,United States of America
24,male,20000,United States of America
26,female,36000,United States of America
34,female,75000,United States of America
25,female,20000,United States of America
29,male,24000,Brazil
30,male,45000,New Zealand
28,female,134000,United States of America
26,male,8000,United States of America
26,male,38000,United States of America
30,male,45000,United States of America
29,male,20000,United States of America
25,female,13870,United States of America
24,male,68500,United States of America
26,male,35000,Japan
24,male,50000,United States of America
22,male,27000,United States of America
20,male,6000,France
22,female,12000,United States of America
29,male,70000,United States of America
23,male,84000,United States of America
34,male,70000,United States of America
29,female,25000,United States of America
16,male,1000000,United States of America
25,male,25000,United States of America
25,male,6400,Thailand
21,male,15000,United States of America
29,male,100000,United States of America
30,male,65000,United States of America
28,male,8400,Taiwan
34,male,25000,United States of America
27,male,18000,Indonesia
26,male,35000,United States of America
24,female,21500,United States of America
32,male,17000,United States of America
26,female,20000,United States of America
26,male,39000,United States of America
28,male,28000,United States of America
25,male,35000,Australia
30,male,56000,United States of America
36,male,89000,United States of America
28,male,18000,United Kingdom
32,male,20000,Jamaica
49,male,35000,United States of America
25,female,35000,United States of America
23,genderqueer,35000,United States of America
21,male,34000,United States of America
30,male,370000,Singapore
28,male,18000,Russia
22,male,30000,Russia
30,male,20000,Canada
23,female,12000,United States of America
35,male,20000,United States of America
32,male,35000,Finland
38,male,73000,United States of America
29,male,60000,United States of America
32,male,15000,United Kingdom
29,male,40000,Canada
19,male,30000,Australia
26,male,10000,Turkey
23,female,10000,Canada
28,male,19000,Poland
34,female,60000,Singapore
30,female,10000,Russia
24,male,14000,Poland
26,male,33000,Japan
28,male,25000,United States of America
38,male,14000,Greece
28,male,20000,United States of America
23,male,14000,Finland
26,male,7000,Nigeria
23,male,7000,Czech Republic
29,male,60000,United Kingdom
28,male,60000,New Zealand
35,male,20000,Taiwan
28,male,60000,United Kingdom
31,male,22000,Poland
29,male,7000,Croatia
25,male,21000,Turkey
34,female,25000,United States of America
27,male,20000,India
23,male,16000,Romania
32,female,40000,France
23,male,12000,India
25,male,100000,Poland
25,male,60512,Norway
23,male,10000,India
26,male,18000,United Kingdom
25,male,20000,Finland
32,male,40000,China
25,male,11000,Greece
28,male,36000,United Kingdom
40,male,35000,Ireland
36,male,30000,Spain
28,male,35000,Brazil
29,male,7000,Morocco
28,male,13000,Spain
30,male,75000,United States of America
33,male,20500,Great Britain
28,female,6000,Poland
19,male,15000,United States of America
20,male,12000,United Kingdom
25,male,40000,China
30,male,18000,Russia
41,female,63000,United States of America
31,male,28000,United Kingdom
26,male,8000,Poland
27,female,75000,United States of America
21,male,10000,India
29,male,24000,Azerbaijan
19,female,30000,United States of America
27,male,8000,Lithuania
27,male,7000,Germany
35,female,15000,Canada
27,male,6400,Lithuania
30,female,50000,United States of America
25,male,10000,Sweden
31,male,65000,United States of America
19,male,6000,United States of America
19,male,10000,United States of America
21,male,14847,Canada
31,male,35600,Canada
24,female,11000,India
36,male,30000,Finland
24,male,15000,United States of America
23,male,9000,Italy
27,male,24000,"Netherlands (Holland, Europe)"
27,male,22000,Argentina
44,male,47000,United States of America
25,male,27000,United Kingdom
23,male,10600,Romania
19,female,6000,United States of America
30,male,30000,Finland
24,female,60000,United States of America
31,male,76000,United States of America
35,male,116000,United States of America
24,male,10000,United States of America
37,male,20000,Turkey
25,female,13000,Canada
49,female,64000,United States of America
58,male,50000,"Netherlands (Holland, Europe)"
30,male,51000,United States of America
21,male,28000,United States of America
26,male,60000,United States of America
27,male,10000,Mexico
24,male,45000,Canada
19,male,20000,United States of America
36,male,30000,United States of America
27,male,38000,United States of America
26,male,20000,Venezuela
35,male,100000,United States of America
26,male,60000,United States of America
36,male,62000,United States of America
29,male,30000,United States of America
27,male,6000,Russia
23,male,24000,United States of America
38,female,91000,United States of America
30,male,92000,United States of America
26,genderqueer,48500,United States of America
39,female,21000,United States of America
30,male,34000,United States of America
39,female,90000,United States of America
50,male,69000,United States of America
26,genderqueer,25000,United States of America
29,female,30000,Spain
36,female,30000,United Kingdom
20,male,14000,United States of America
26,male,19000,United States of America
27,male,30000,Israel
25,male,20000,United States of America
37,male,20000,United States of America
36,male,35000,Sweden
29,male,34000,United States of America
24,male,20600,India
25,agender,7200,Philippines
21,male,55000,United States of America
26,female,80000,United States of America
28,male,100000,United States of America
25,male,32000,United Kingdom
45,female,45000,United States of America
25,male,6000,United States of America
26,male,20000,Brazil
60,female,65000,United States of America
27,male,12000,Brazil
26,male,18000,United Kingdom
27,male,10000,Russia
33,female,50000,Israel
33,male,73000,United States of America
26,male,17000,United States of America
26,male,48000,United States of America
33,female,98500,United States of America
25,male,9000,Estonia
28,male,25000,United States of America
26,female,45000,United States of America
33,male,20000,Ireland
24,male,14000,Brazil
27,male,15000,Brazil
26,male,30000,Canada
27,agender,50000,United States of America
27,female,47000,United States of America
23,male,12000,United States of America
40,male,65000,Germany
21,male,10000,United States of America
22,male,30000,United States of America
24,male,10000,United States of America
24,male,18000,Turkey
24,male,20000,United States of America
25,male,61000,Canada
25,male,11000,Portugal
28,male,84000,United States of America
27,male,27941,United States of America
53,male,40000,United States of America
26,male,20000,Slovenia
34,male,55500,Germany
38,male,12000,Portugal
20,male,50000,United States of America
31,male,26000,United States of America
29,male,36000,France
23,male,45000,United States of America
21,male,18000,United States of America
24,male,25000,United States of America
27,male,11000,United States of America
