Age,Gender,Income,CountryLive
24,male,40000,Germany
27,male,50000,United States of America
31,male,35000,United States of America
35,male,6000,United States of America
22,male,9000,United Kingdom
29,female,35000,Sweden
28,male,120000,United States of America
29,male,140000,United States of America
31,male,12000,Kenya
22,female,45000,United States of America
25,male,8000,Nigeria
29,male,14000,Sweden
24,male,175000,United States of America
34,female,30000,United States of America
24,male,10000,United States of America
26,male,25000,Macedonia
29,female,42000,United States of America
30,female,65000,United States of America
30,male,65000,Germany
27,male,13000,Poland
25,male,90000,United States of America
24,male,55000,United States of America
26,male,55000,United States of America
22,male,90000,United States of America
30,male,27000,Mexico
24,male,18000,United States of America
25,male,105000,United States of America
29,male,40000,United States of America
34,male,40000,United States of America
32,female,50000,United Kingdom
33,male,30000,Canada
22,male,35000,United States of America
46,male,63500,United States of America
28,male,20000,United States of America
32,male,55000,United States of America
32,female,120000,United States of America
30,male,30000,United States of America
26,male,90000,Japan
46,male,60000,United States of America
25,female,25000,United States of America
24,male,16000,United States of America
28,male,24000,United States of America
21,male,20000,United States of America
34,male,25000,United States of America
21,male,21000,United States of America
26,female,32000,United States of America
31,male,18000,United States of America
35,male,100000,United States of America
25,male,30000,Canada
21,male,8000,United States of America
27,male,45000,United States of America
26,male,12500,Russia
33,female,40000,United States of America
37,female,90000,United States of America
31,male,6857,Indonesia
34,female,30000,United States of America
22,male,32000,United States of America
40,female,60000,United States of America
23,male,9000,United States of America
27,male,30000,United States of America
25,female,75000,United States of America
26,male,65000,United States of America
31,male,8000,United States of America
28,male,30000,United States of America
30,male,95000,Canada
32,male,45000,Canada
29,female,107000,United States of America
23,male,12000,United States of America
33,female,77000,United States of America
23,male,12000,United States of America
26,female,14000,United States of America
29,male,95000,United States of America
27,female,62000,United States of America
43,female,37500,United States of America
21,male,6000,Russia
38,male,60000,United States of America
31,male,30000,Canada
26,female,12000,Romania
34,female,30000,Australia
28,male,20000,China
33,male,35000,Brazil
27,male,12000,United States of America
26,male,85000,United States of America
25,female,33500,United States of America
26,male,24000,United States of America
30,male,70000,United States of America
28,male,160000,United States of America
37,male,10000,Mexico
31,male,60000,Australia
29,male,20000,United States of America
29,male,55000,United States of America
70,male,100000,United States of America
25,male,19300,Canada
26,male,37000,United States of America
40,male,43000,United States of America
37,male,60000,United States of America
20,male,25000,Canada
25,female,28000,United States of America
26,male,13000,Taiwan
28,male,80000,United Arab Emirates
24,male,30000,New Zealand
33,female,70000,United States of America
27,male,50000,Singapore
26,male,12000,Thailand
30,male,30000,Japan
26,male,6000,India
24,male,36000,Guam
23,male,6500,Czech Republic
25,male,32000,Israel
45,male,20000,United Kingdom
26,male,36000,United States of America
31,male,50000,Australia
28,male,45000,France
25,male,20000,United States of America
29,male,45000,Australia
25,male,50000,United Arab Emirates
18,male,11000,Austria
34,female,45000,Australia
26,male,45000,United Kingdom
27,male,324837,India
28,male,25000,Singapore
26,male,15000,Russia
23,female,8000,Turkey
21,female,7000,United Kingdom
23,male,9250,Poland
35,male,15000,Turkey
25,male,10000,Russia
25,male,6000,Spain
38,male,60000,France
37,male,40000,Australia
31,male,30000,France
35,male,20000,Israel
25,male,35000,France
21,male,6000,South Africa
27,male,40000,Korea South
25,male,10000,Italy
27,male,30000,United Kingdom
38,male,12000,India
21,male,30500,United Kingdom
30,male,65000,Ireland
34,male,55000,United Kingdom
15,male,10000,Spain
44,male,75000,Finland
27,male,20000,Ukraine
26,male,6000,Estonia
25,male,7000,Romania
34,male,65000,United States of America
23,male,30000,France
31,male,15000,Zambia
25,female,85000,United States of America
25,male,20000,Malaysia
24,male,28000,Singapore
22,female,6000,Germany
24,male,25000,United Kingdom
50,female,17000,United States of America
28,male,36000,Malaysia
32,male,23000,India
41,female,50000,Canada
29,male,7000,Portugal
26,male,34000,United Kingdom
29,male,60000,Ukraine
24,male,10000,Thailand
33,male,27500,United States of America
27,male,6666,Kazakhstan
21,male,100000,United States of America
25,female,18000,South Africa
35,male,29000,United States of America
32,male,70000,United States of America
35,female,52000,United States of America
33,male,70000,United States of America
25,male,10000,Poland
30,male,10000,Russia
25,male,318512,Brazil
33,male,60000,Spain
23,female,26768,Great Britain
34,male,15000,Russia
23,female,41000,United States of America
29,female,70000,United States of America
25,male,10000,Slovenia
24,male,20000,United States of America
22,male,18000,United Kingdom
41,male,14400,Italy
27,male,9400,Romania
18,male,14000,United States of America
24,male,9000,United States of America
32,male,46000,United States of America
32,male,12000,Israel
23,male,30000,France
27,male,32000,United Kingdom
24,male,33500,United States of America
21,male,10000,United States of America
24,male,83000,United States of America
24,male,20000,United Kingdom
35,male,80000,United States of America
45,female,32000,United States of America
31,female,16000,United Kingdom
23,female,45000,United States of America
48,female,94000,United States of America
32,male,49000,Canada
22,male,11000,Brazil
47,male,45000,United States of America
35,male,90000,Germany
23,male,50000,Germany
24,male,42000,United States of America
38,female,78000,United States of America
36,male,65000,United States of America
26,male,32000,United Kingdom
29,male,40000,United Kingdom
32,female,45000,United States of America
44,male,30000,Spain
26,male,15000,Peru
24,male,35000,United States of America
37,male,18000,United States of America
32,male,55000,United States of America
26,female,20000,United States of America
30,male,27000,United Kingdom
33,female,55000,United States of America
23,male,25000,Maldives
21,female,12000,United States of America
38,male,60000,Sweden
47,male,160000,Germany
32,male,36000,United States of America
58,female,55000,Canada
32,male,60000,United States of America
53,male,60000,United States of America
26,male,30000,Germany
27,male,28000,Finland
24,female,25000,United States of America
29,male,30000,France
42,female,100000,Canada
35,male,57000,United States of America
31,male,31000,United States of America
20,female,15000,United Kingdom
29,male,15000,Colombia
28,male,30000,United Kingdom
27,male,21000,United States of America
26,female,13000,United States of America
28,male,30000,United States of America
26,male,20000,Czech Republic
26,male,52500,United States of America
38,male,85000,United States of America
47,trans,28000,United States of America
30,male,20000,Indonesia
29,male,12000,Turkey
19,male,10000,Canada
25,male,28000,Canada
25,male,50000,Canada
23,male,40000,United Kingdom
27,male,52000,United States of America
26,female,30000,Australia
24,female,7000,Latvia
30,male,33000,Brazil
22,male,13000,Argentina
22,male,26000,United States of America
27,male,30000,United States of America
28,male,30000,Canada
25,male,14000,United States of America
28,male,25000,Chile
26,male,24000,Korea South
26,male,65000,United States of America
25,male,10000,Thailand
25,female,28000,United States of America
34,female,71000,United States of America
30,male,77000,United States of America
39,female,48000,United States of America
36,male,65000,United States of America
24,female,12000,United States of America
33,male,99000,United States of America
31,male,90000,United States of America
37,female,95000,United States of America
25,male,20000,China
29,male,22000,United States of America
38,male,25000,United States of America
30,male,20000,United States of America
30,female,55000,United States of America
32,male,60000,Canada
28,female,58300,United States of America
26,male,14000,Brazil
23,male,36000,United States of America
22,male,10000,Hong Kong
27,male,60000,United States of America
29,male,55000,United States of America
25,male,12000,Turkey
23,male,35000,United States of America
23,male,10000,United States of America
23,male,6000,China
39,male,8000,Russia
42,male,67000,United States of America
26,male,21000,United States of America
36,genderqueer,15000,New Zealand
43,male,15000,United States of America
27,male,30000,Japan
30,male,50000,United States of America
25,male,7150,India
29,male,7500,Malaysia
25,male,80000,United States of America
33,male,7000,China
30,male,100000,United States of America
23,agender,9000,United States of America
22,male,20000,Turkey
25,male,16000,Romania
26,male,26000,United States of America
38,male,12500,Dominica
24,male,45000,Australia
27,male,12000,Latvia
24,male,20000,Russia
21,male,20000,United States of America
46,male,40000,Canada
20,male,7000,Turkey
26,male,12000,Russia
28,male,30000,United States of America
24,male,18000,Slovenia
23,male,10000,Estonia
28,male,15000,Greece
27,female,99000,United States of America
26,male,35000,Australia
42,male,50000,New Zealand
40,male,31000,United States of America
27,male,30000,Italy
29,male,60000,Germany
21,male,7000,Czech Republic
18,male,8000,United States of America
30,male,50000,Belgium
26,male,50000,United Kingdom
21,male,10000,United States of America
36,male,30000,Italy
23,female,50000,India
34,male,130000,United Kingdom
20,male,6290,United Kingdom
22,male,14000,United Kingdom
34,male,32000,United Kingdom
26,female,10000,Poland
23,male,35000,United Kingdom
28,male,25000,Pakistan
28,male,30000,India
28,male,120000,United States of America
24,male,12000,Czech Republic
28,male,7500,Malaysia
23,male,28000,United Kingdom
25,male,20000,Japan
38,male,100000,United Kingdom
25,male,25000,Brazil
26,male,40000,Finland
25,male,17143,India
33,male,60000,Sweden
22,male,8500,India
28,female,30000,Czech Republic
28,male,60000,United States of America
28,male,55000,Australia
23,male,30000,Argentina
27,male,8000,South Africa
25,male,50000,Italy
29,male,22000,Turkey
25,male,30000,United Kingdom
33,female,68000,Australia
20,male,10000,Spain
24,male,20000,Brazil
26,male,50000,United Kingdom
23,male,16800,Greece
28,male,40000,United Kingdom
27,male,20000,Swaziland
27,male,20400,"Netherlands (Holland, Europe)"
30,male,20000,Austria
30,male,90000,United States of America
24,male,6000,India
24,male,40000,Germany
14,male,100000,United States of America
26,female,10000,United States of America
26,female,75000,United States of America
21,female,10000,United States of America
26,male,40000,Canada
30,male,30000,United States of America
25,female,35000,United States of America
32,male,95000,Switzerland
26,male,15000,Uruguay
27,male,40000,United States of America
24,male,18000,Turkey
31,male,37000,France
35,male,30000,Brazil
23,male,10000,Lithuania
26,female,58000,United States of America
23,male,22000,United States of America
31,female,60000,United States of America
29,male,6200,India
26,male,50000,United States of America
31,male,60000,Canada
33,female,50000,Spain
30,male,30000,Japan
29,female,41000,Canada
30,female,75000,United States of America
26,male,57000,United States of America
42,male,25000,Virgin Islands (USA)
28,male,60000,United States of America
29,male,35000,Canada
27,male,20000,Canada
23,male,6000,Philippines
30,female,75000,United States of America
26,male,12000,Latvia
31,male,60000,United Kingdom
22,male,11000,Spain
31,female,75000,United States of America
27,female,7400,Indonesia
33,male,40000,United Kingdom
28,male,50000,United States of America
27,female,47000,United States of America
27,male,58000,United States of America
21,male,45000,United Kingdom
33,male,7000,Ukraine
25,male,10000,Serbia
28,male,25000,Poland
25,male,10000,Russia
28,male,13000,Bulgaria
30,male,30000,United States of America
55,male,82000,United States of America
38,male,20000,Germany
32,male,44000,United States of America
35,male,25000,United Kingdom
27,male,9000,Bosnia & Herzegovina
26,female,50000,United States of America
23,male,72000,United States of America
23,female,14000,Brazil
28,male,46000,United States of America
26,male,115000,United States of America
23,male,35000,United Kingdom
29,female,28000,United States of America
37,female,48000,United States of America
31,male,70000,United States of America
27,male,22500,India
25,male,60000,United States of America
55,female,70000,Canada
26,male,10000,Poland
37,male,45000,Canada
25,male,20000,United States of America
30,male,20000,United States of America
37,male,7200,Malaysia
30,male,6000,Turkey
23,male,15000,United States of America
28,male,65000,United States of America
23,male,15000,United States of America
35,male,22000,Mexico
25,male,9000,Brazil
34,male,10000,Somalia
24,male,20000,Mexico
29,male,32000,Canada
26,male,23000,Mexico
26,female,10000,"Netherlands (Holland, Europe)"
20,male,20000,United States of America
35,female,75000,United States of America
27,male,25000,Mexico
29,male,240000,United States of America
25,male,38500,United States of America
27,male,35000,United Kingdom
26,male,48000,United States of America
28,male,10000,Mexico
29,male,98500,United States of America
27,male,40000,United States of America
26,female,19500,United Kingdom
26,male,27000,United States of America
34,male,30000,Canada
22,female,50000,Germany
25,male,9000,India
20,male,20000,New Zealand
34,male,24000,Israel
34,female,67000,United States of America
25,male,45000,United States of America
43,male,28000,United States of America
26,male,7000,Croatia
31,male,110000,United States of America
32,female,100000,United Kingdom
23,female,15000,United States of America
28,male,50000,Canada
24,male,17000,Mexico
26,male,36000,United States of America
24,male,42000,United States of America
35,male,30000,Korea South
29,male,36000,United States of America
27,male,15000,United States of America
28,female,45000,Ireland
39,male,7000,Russia
31,male,25000,Mexico
31,female,15000,Germany
24,female,39000,United States of America
37,male,27000,United States of America
24,male,7500,Mexico
30,female,20000,United States of America
49,female,8000,Canada
21,female,44000,United Kingdom
25,male,35000,United Kingdom
27,male,40000,United Kingdom
30,male,30000,Spain
27,female,8500,Italy
45,male,28000,United States of America
23,male,25000,Iceland
18,genderqueer,6000,United States of America
24,male,50000,United States of America
32,male,60000,Brazil
28,male,18000,Poland
31,female,25000,United States of America
20,male,20000,United States of America
27,male,180000,United States of America
32,male,38000,United States of America
31,male,55000,United States of America
22,male,32000,United States of America
23,male,16000,United States of America
24,female,38000,United States of America
32,male,25000,Spain
20,male,25000,United States of America
29,male,19000,Argentina
27,male,90000,United States of America
20,male,13000,United States of America
30,male,41000,United States of America
27,male,30000,Hungary
25,male,10000,Uganda
23,male,24000,Italy
25,female,36000,United States of America
22,female,50000,United States of America
30,female,80000,United States of America
38,male,30000,United States of America
44,female,36500,United States of America
26,male,10000,United States of America
26,male,30000,Australia
30,male,40000,United States of America
29,female,20000,China
34,male,30000,United States of America
19,male,6000,United States of America
24,male,9600,China
32,female,100000,Australia
33,female,55000,United States of America
34,male,160000,United States of America
25,male,8500,Argentina
34,male,105000,United States of America
26,male,36000,Australia
35,female,42000,United States of America
29,male,7000,Canada
29,female,42000,United States of America
24,male,15000,United States of America
28,male,20000,Canada
22,female,10000,United States of America
20,male,32000,United States of America
25,male,6000,India
26,male,15000,Malaysia
29,female,40000,United States of America
25,male,27000,Hong Kong
31,male,91000,United States of America
23,female,17000,United States of America
34,male,60000,United States of America
37,male,145000,United States of America
30,male,28000,United States of America
27,female,65000,United States of America
45,male,42000,United States of America
27,male,6000,Mexico
25,male,50000,India
23,male,10000,India
22,male,27000,United States of America
23,male,20000,India
31,male,14000,Kenya
24,male,12000,Turkey
27,male,15000,India
29,male,65000,United States of America
24,male,10000,Canada
27,female,47000,United States of America
27,male,15000,India
22,female,50000,India
27,male,18000,United States of America
26,male,21000,France
27,male,10000,Hungary
32,male,20000,United States of America
28,male,71083,United Arab Emirates
27,male,25000,Germany
31,male,15000,Italy
28,female,6000,Bulgaria
39,male,27000,Italy
26,male,30000,United States of America
29,male,53000,Australia
29,male,35000,Korea South
27,male,36000,United Kingdom
33,male,22000,United Kingdom
24,male,8000,United Kingdom
34,male,27000,United Kingdom
29,male,50000,Denmark
25,male,16000,United Kingdom
24,male,70000,Australia
30,male,35000,United Kingdom
27,male,24000,Spain
31,male,60000,Australia
26,male,12000,South Africa
29,male,12000,India
30,male,11000,Germany
19,male,12000,United Kingdom
33,male,34000,United States of America
23,male,13000,Australia
25,female,20000,Canada
25,male,24000,United States of America
27,male,115000,United States of America
58,male,50000,Virgin Islands (USA)
27,male,8000,Brazil
27,male,6300,India
26,male,21000,Brazil
31,female,40000,Germany
37,female,55000,United States of America
24,male,40000,India
32,male,15000,Argentina
25,female,25000,United States of America
25,male,50000,Canada
25,male,73000,United States of America
34,female,26000,Chile
25,male,75000,United States of America
37,male,27000,United Kingdom
34,male,9000,Nigeria
22,female,10000,United States of America
40,male,10000,Romania
25,male,86000,United States of America
32,male,23000,Argentina
24,male,8000,United Kingdom
29,male,60000,United States of America
27,male,37000,Germany
23,male,15000,United Kingdom
26,male,20000,United Kingdom
25,male,75000,United States of America
23,male,70000,United States of America
20,male,90000,India
30,female,50000,United States of America
20,male,11000,United States of America
33,male,60000,United States of America
21,male,9000,United States of America
28,female,65000,United States of America
29,male,12000,Mexico
27,female,14500,Croatia
34,male,6300,Romania
24,male,40000,United States of America
26,male,10800,Germany
34,male,18000,Italy
27,male,9000,Republic of Serbia
21,male,35000,United States of America
25,male,50000,United States of America
42,male,65000,United States of America
28,female,32000,United States of America
28,male,14000,Vietnam
24,male,14000,Romania
26,male,13000,Turkey
28,male,25000,Ireland
34,male,6000,Ukraine
36,male,15000,Vietnam
36,male,130000,United States of America
23,male,25000,United States of America
30,male,85000,United States of America
28,male,12000,Estonia
29,male,7200,Russia
27,female,30000,Canada
28,male,20000,Spain
26,male,57000,United States of America
30,male,25000,United States of America
29,male,8000,Ukraine
22,female,6000,United States of America
23,female,65000,United States of America
33,male,11000,United States of America
28,male,60000,United States of America
34,male,15000,United States of America
31,male,17000,United States of America
33,female,10000,Poland
39,female,20000,Canada
29,male,32000,United States of America
36,male,33000,United States of America
26,male,300000,Indonesia
29,male,9000,Germany
33,male,60000,Switzerland
61,male,30000,United States of America
25,male,49000,United States of America
25,male,6000,Ukraine
27,male,8000,"Netherlands (Holland, Europe)"
27,male,20000,United States of America
18,male,12000,United States of America
24,male,20000,France
23,female,68000,United States of America
30,male,50000,United States of America
26,male,85000,United States of America
37,male,8000,Argentina
24,female,20000,United States of America
33,male,50000,Belgium
25,male,27000,United States of America
23,male,12000,Mexico
27,male,15000,Albania
36,male,43000,United States of America
31,male,20000,Canada
23,female,41000,Canada
18,female,35000,Canada
22,male,24000,United States of America
34,male,45000,United States of America
32,female,75000,United States of America
28,male,6000,Romania
45,male,88000,United States of America
26,female,32200,United Kingdom
20,male,13000,"Netherlands (Holland, Europe)"
38,female,45000,Canada
25,male,18000,United States of America
25,female,15000,Canada
31,male,9000,Poland
30,male,70000,Canada
39,male,50000,United States of America
20,male,250000,Canada
50,male,8000,United States of America
30,male,20000,United States of America
39,male,51000,United States of America
18,male,7000,United States of America
26,male,53000,Canada
30,male,60000,United States of America
25,male,40000,United States of America
24,female,39000,United States of America
28,male,40000,United States of America
30,female,29000,United States of America
40,male,58000,United States of America
29,male,54000,United States of America
23,male,35100,United States of America
24,male,46000,United States of America
40,male,67000,United States of America
29,male,120000,United States of America
24,male,10000,Argentina
21,female,12000,United States of America
28,female,72000,United States of America
44,female,38000,Virgin Islands (USA)
25,male,14000,China
23,male,27000,United States of America
25,male,30000,Brazil
32,male,18252,India
23,male,20000,United States of America
21,male,80000,Dominican Republic
27,male,30000,United States of America
27,trans,39000,United States of America
28,male,40000,United States of America
21,female,30000,United States of America
36,male,50000,United States of America
28,male,45000,United States of America
30,male,12000,Brazil
24,male,12500,Mexico
19,male,7000,United States of America
26,male,14216,United States of America
21,male,100000,United States of America
21,male,26000,United States of America
19,male,34000,United States of America
27,male,75000,United States of America
48,male,15000,Canada
29,genderqueer,35000,"Netherlands (Holland, Europe)"
30,female,25000,Italy
28,male,15000,Turkey
30,male,25000,New Zealand
29,male,10000,Russia
26,female,10000,Turkey
32,male,33000,United States of America
30,female,12000,Turkey
33,genderqueer,30000,Malaysia
26,male,200000,Indonesia
27,male,15000,Croatia
33,male,20000,Germany
26,male,9600,Liberia
29,male,17000,Austria
29,male,60000,United Kingdom
27,male,70000,Norway
36,male,12000,Spain
20,male,7000,Portugal
28,female,24000,Korea South
25,male,52000,Canada
24,male,7000,Czech Republic
50,female,40000,United States of America
29,female,20000,Canada
22,male,8500,United States of America
25,male,55000,United States of America
31,male,45000,United States of America
24,male,12000,Spain
20,male,70000,Malta
26,male,100000,United States of America
25,male,10000,Italy
24,male,17000,Spain
27,male,55000,Switzerland
41,male,30000,United States of America
24,male,7000,United Kingdom
24,female,35000,France
24,female,57000,United States of America
24,male,10000,China
48,female,28000,United States of America
24,male,27900,Argentina
25,male,25000,Spain
35,male,120000,United States of America
26,male,24000,Finland
25,female,17500,United States of America
28,male,48000,United States of America
27,male,15000,United States of America
31,female,15000,United Kingdom
24,male,6000,India
27,male,22000,Brazil
24,male,35000,United Kingdom
37,male,60000,United States of America
31,male,60000,United States of America
26,male,55000,Canada
28,male,20000,Brazil
32,male,75000,United States of America
35,male,25000,United States of America
32,male,14000,Greece
28,male,50000,United States of America
27,male,10000,France
28,genderqueer,45000,United States of America
27,female,48000,United States of America
29,male,20000,United States of America
26,male,20000,Mexico
25,male,40000,United States of America
27,male,10000,Russia
38,male,33000,United States of America
31,male,35000,United States of America
25,male,20000,Brazil
21,male,10000,Brazil
27,male,50000,United States of America
30,male,30000,United States of America
30,male,28000,United States of America
18,male,6000,United States of America
34,male,15000,United States of America
27,male,15600,Costa Rica
37,male,50000,United States of America
24,male,8300,Mexico
25,female,14000,United States of America
24,male,12000,United States of America
27,female,42000,United States of America
60,male,80000,United States of America
39,male,17000,United States of America
24,male,38000,United States of America
24,male,80000,United States of America
34,female,25000,Canada
42,male,32000,United States of America
34,male,44000,United States of America
43,male,28000,United Kingdom
32,male,30000,Germany
36,female,50000,India
25,male,45000,United States of America
25,male,8460,India
30,male,10000,Greece
26,trans,32000,Australia
24,male,50000,Lithuania
23,male,7000,United States of America
36,male,27000,Israel
31,male,50000,United States of America
36,male,50000,United States of America
30,female,14000,Brazil
21,male,35000,United States of America
23,male,7000,New Zealand
26,male,70000,Australia
23,female,6548,India
25,male,8000,Mexico
39,male,30000,United States of America
22,male,23000,United States of America
32,male,75000,United States of America
20,male,50000,United States of America
29,female,58000,United States of America
63,female,20000,United States of America
31,female,85000,United States of America
32,male,47000,United States of America
30,male,54000,United States of America
27,male,27000,United States of America
34,male,13000,Chile
24,male,50000,Australia
25,male,65000,United States of America
28,male,33694,United States of America
31,male,25000,United States of America
27,female,35000,United States of America
29,female,52000,United States of America
20,female,10000,United States of America
25,female,45000,United States of America
33,male,125000,United States of America
30,female,78500,United States of America
44,female,85000,United States of America
21,male,12000,United States of America
54,female,60000,Australia
28,male,25000,United States of America
34,female,8000,United States of America
28,male,25000,Canada
34,male,90000,New Zealand
42,male,20000,United States of America
30,male,44000,United States of America
50,male,45000,United States of America
22,male,9000,United States of America
27,female,40000,United Kingdom
24,male,10000,United States of America
30,male,9000,Moldova
23,male,30000,New Zealand
20,male,39027,Sweden
30,male,110000,Australia
26,male,12000,India
26,female,945000,Denmark
30,male,18000,Spain
49,male,45000,United States of America
26,male,50000,United States of America
25,male,10000,Greece
22,male,6500,Germany
41,male,35000,United Kingdom
23,male,6000,India
25,male,8000,Brazil
26,female,26000,United States of America
33,male,8000,Czech Republic
31,female,10500,Ukraine
34,male,45000,United States of America
27,female,26000,United States of America
20,male,25000,United States of America
28,male,30000,Norway
32,female,30000,United States of America
28,male,50000,United Kingdom
19,agender,9473,United States of America
20,male,40000,United States of America
30,male,26000,Italy
32,trans,18669,United Kingdom
50,male,58000,United States of America
26,male,18000,United States of America
24,male,10000,Romania
29,agender,60000,United States of America
28,male,6000,Egypt
32,male,12000,Ireland
26,male,16000,United States of America
25,male,35000,United States of America
22,female,40000,Canada
32,male,55000,United Kingdom
30,male,22000,Morocco
25,male,30000,United States of America
30,male,32000,United States of America
27,male,28000,United States of America
28,male,60000,United States of America
47,female,25000,United States of America
34,female,18000,United Kingdom
31,male,75000,Norway
43,male,60000,United States of America
30,male,54000,United States of America
27,male,30000,United States of America
28,male,12000,Brazil
37,male,17000,Russia
24,male,50000,India
20,male,20000,United States of America
23,female,14000,United States of America
26,female,11000,France
27,female,25000,United States of America
29,male,20000,Poland
32,male,45000,United States of America
26,female,46000,United States of America
24,male,17000,Argentina
25,male,75000,United States of America
25,male,8000,Cyprus
39,male,45000,United States of America
29,male,90000,United States of America
24,male,27000,United States of America
26,female,32000,United States of America
28,female,6600,Poland
29,male,38000,United States of America
27,male,75000,United States of America
32,male,16800,Serbia
27,male,36000,United States of America
27,male,15000,Brazil
28,male,10000,United States of America
22,male,100000,Germany
29,female,65000,United States of America
28,male,50000,United States of America
26,male,30000,Macedonia
35,male,24000,China
24,male,35000,United States of America
26,male,10000,Taiwan
37,male,60000,United States of America
25,male,16000,United States of America
25,male,7000,United States of America
29,male,60000,Australia
25,male,60000,Indonesia
28,male,30000,Brazil
57,male,55000,United States of America
28,male,31000,United States of America
30,male,54000,United States of America
30,male,75000,United States of America
30,male,40000,United States of America
39,male,13000,United States of America
28,male,32000,United States of America
25,male,27364,Singapore
30,male,20000,Hungary
26,male,30000,United States of America
31,male,42000,United States of America
31,male,7500,Mexico
37,male,10000,India
31,male,36000,United States of America
30,female,27000,Morocco
45,male,35000,United States of America
23,male,10000,United States of America
31,female,40000,United States of America
22,male,22000,United States of America
30,male,28000,United Kingdom
24,male,70000,United States of America
22,male,21000,France
33,male,55000,United States of America
26,male,10000,France
22,male,29284,France
23,male,25500,Sweden
30,female,10000,Lithuania
29,male,60000,Israel
30,male,50000,Ukraine
27,male,36000,Japan
19,male,10000,Switzerland
35,male,25000,Croatia
19,genderqueer,16000,United States of America
24,male,10800,India
30,male,32000,Ireland
28,male,15000,Russia
30,male,100000,Singapore
25,male,30000,United States of America
32,male,18000,France
26,male,38000,United States of America
24,male,27000,United States of America
24,male,15000,India
45,male,42000,United Kingdom
31,female,45000,United States of America
29,male,30000,Canada
26,male,33390,United Kingdom
31,male,40000,United States of America
28,male,10000,Czech Republic
25,male,6000,Argentina
29,male,45000,United States of America
24,male,11000,Italy
25,male,12000,Belarus
22,male,15000,South Africa
27,male,7000,Greece
27,male,27000,Germany
28,male,60000,Kuwait
33,male,110000,United States of America
53,male,30000,United States of America
27,male,50000,United States of America
32,male,72000,United States of America
26,male,25000,India
34,male,45000,United States of America
33,male,27000,United States of America
28,male,45000,Italy
23,male,10000,United Kingdom
34,male,40000,United States of America
27,male,85000,United States of America
32,male,55000,United States of America
35,female,92000,United States of America
22,male,14000,United States of America
26,male,50000,United States of America
37,male,40000,United Kingdom
26,female,14000,Chile
24,male,100000,India
23,male,32500,United States of America
34,male,77000,United States of America
27,male,35000,Australia
33,male,20000,Spain
41,female,6500,United States of America
18,male,9500,Canada
32,male,85000,United States of America
23,male,86000,United States of America
22,male,120000,Canada
33,male,100000,United States of America
29,male,60000,Norway
33,male,108000,United States of America
21,male,47000,United States of America
34,male,20000,United States of America
33,male,30000,United States of America
26,male,56000,Switzerland
33,male,59000,United States of America
27,male,55000,United States of America
25,male,20000,Canada
25,male,12000,Brazil
26,male,70000,Canada
39,male,20000,Hungary
20,female,12000,United States of America
32,male,12000,Poland
40,male,56000,United States of America
25,male,16000,United States of America
26,female,115000,United States of America
24,male,85000,United States of America
45,female,30000,United States of America
33,male,60000,United States of America
31,male,50000,United States of America
31,male,65000,United States of America
30,male,50000,United States of America
27,male,6000,Indonesia
37,female,25000,United States of America
22,male,25000,India
20,male,10000,United States of America
28,male,35000,United States of America
25,male,24696,Colombia
38,male,38000,United States of America
24,male,38000,United States of America
28,male,50000,Qatar
24,male,65000,Australia
25,male,35000,United States of America
32,male,23000,Sweden
23,male,8015,Pakistan
29,female,80000,United States of America
25,male,18000,India
45,female,48000,United States of America
33,male,36000,United States of America
29,female,43000,Germany
35,male,6500,Egypt
18,male,10000,India
21,male,6600,Russia
28,male,16000,South Africa
35,male,10000,Vietnam
27,male,17350,Croatia
32,male,30000,Italy
26,male,12000,Egypt
26,male,20000,United States of America
31,male,50000,United Kingdom
30,female,14400,Poland
30,male,15000,Israel
25,male,17000,United Kingdom
22,male,120000,United States of America
24,male,50000,United States of America
30,male,45000,United States of America
26,male,50000,United States of America
21,trans,25000,United Kingdom
34,male,42000,Canada
25,male,12000,Serbia
23,male,12000,Kenya
34,female,50000,United States of America
29,male,137500,Czech Republic
44,male,42000,United States of America
23,male,12000,Kenya
23,male,26000,United Kingdom
24,male,35000,United Kingdom
33,male,70000,Canada
30,male,25000,Indonesia
24,genderqueer,64000,United States of America
29,female,55000,United States of America
29,male,55000,United States of America
28,male,6000,Brazil
30,male,18181,India
45,female,90000,United States of America
24,male,20000,Germany
34,male,50000,United States of America
24,female,45000,United States of America
30,male,12000,Czech Republic
31,male,38000,United States of America
25,male,120000,"Netherlands (Holland, Europe)"
28,male,10000,United States of America
28,male,10000,United States of America
37,male,50000,Trinidad & Tobago
25,male,20000,United States of America
27,male,22000,United States of America
46,male,40000,France
26,male,98000,United States of America
20,male,20000,United States of America
26,male,26000,United States of America
47,female,65000,United States of America
22,male,40000,United States of America
22,male,35000,United States of America
35,female,110000,United States of America
24,female,12000,United States of America
40,male,14000,United States of America
42,female,35000,United States of America
24,male,30000,Australia
33,male,42000,United States of America
31,male,90000,United States of America
26,male,18000,Canada
32,male,60000,Brazil
27,male,95000,United States of America
29,male,45000,Australia
33,genderqueer,10000,United States of America
32,male,23000,United States of America
21,male,42000,Canada
24,female,30000,United States of America
33,female,29000,United States of America
27,male,8500,Brazil
27,female,16000,United States of America
22,male,24000,United States of America
33,female,8991,United States of America
32,male,42000,United States of America
24,male,30000,United States of America
20,female,20000,United States of America
33,male,32000,United States of America
24,male,33000,United States of America
