EllipseID,X,Y,Length,StrokeScale,Angle,color
456,20,107,2,1,108.9310620010907,#EFEBEE
457,65,27,3,1,-12.603585318010076,#1E1A1A
458,2,113,1,1,90.0,#FEE0EB
459,158,76,6,1,83.81113090346079,#BB7676
460,176,59,1,1,68.56776036980634,#9F828F
461,125,19,4,1,124.8054229349521,#131214
462,112,39,2,1,203.7561425704901,#1E1619
463,139,34,5,1,67.98100743545798,#7C6725
464,32,54,2,1,208.93551019723526,#FEFEFE
465,175,110,1,1,-79.3199788634812,#FEFEFE
466,117,161,4,1,-83.1181776940146,#946B51
467,93,50,2,1,100.6640484115093,#2C1B1E
468,40,94,6,1,251.7421622439934,#2C1B17
469,13,138,1,1,265.1936536958252,#FEFEFE
470,35,25,1,1,90.0,#FEFEFE
471,120,190,5,1,-73.70930902453588,#744A4A
472,57,175,3,1,113.21792718329978,#1E1414
473,168,152,3,1,18.30585287293347,#FEE0EB
474,6,115,1,1,90.0,#FEFEFE
475,120,84,4,1,192.37091930976953,#603A3A
476,190,74,2,1,259.4216583835262,#9F9596
477,162,184,2,1,-50.50195823355969,#131014
478,156,56,4,1,86.05824629162618,#C79C9B
479,71,156,5,1,99.09487369799831,#1E1A1A
480,128,2,2,1,-12.74629155844255,#9F9596
481,180,181,1,1,138.81890548451992,#493F2E
482,136,99,3,1,34.510432854961856,#875B3F
483,125,100,3,1,45.12728633826633,#503022
484,46,91,2,1,-79.21598017136611,#1E1619
485,149,62,5,1,60.05068193141496,#644D1B
486,168,179,2,1,6.530644573091564,#110E14
487,25,18,1,1,210.46532056998552,#ECCFEF
488,133,101,3,1,46.08249522851063,#9D5959
489,107,47,3,1,85.0770614350138,#744A4A
490,177,162,9,1,1.5881242812920675,#2C1B1E
491,17,39,5,1,17.708017732140362,#FEFEFE
492,150,41,5,1,62.40965356672161,#9F8A82
493,25,137,3,1,92.33179390092175,#FEEBE0
494,133,104,3,1,40.072448999589874,#744A4A
495,77,5,2,1,16.33132718313003,#9F9596
496,107,13,3,1,-81.36865931437484,#503022
497,38,125,4,1,253.29108750620924,#FEE0EB
498,73,74,4,1,154.21925595651072,#493C37
499,146,186,5,1,267.3646032757967,#131014
500,175,169,2,1,-1.5070441920852744,#3A2F20
501,23,40,4,1,17.67552724795506,#FEFEFE
502,110,114,4,1,183.03993262427088,#7C5034
503,48,31,7,1,-56.98095141671041,#FEFEFE
504,77,34,2,1,101.24730861892914,#2C241B
505,185,98,2,1,162.1065571746069,#BB9D8C
506,31,104,2,1,268.51069442195126,#FEFEFE
507,142,100,6,1,-83.94918823061232,#9F8A82
508,110,123,3,1,-6.679866795470659,#1E1916
509,39,76,6,1,-70.25398883080103,#604332
510,175,54,2,1,32.851070956354064,#9F9596
511,130,44,4,1,105.8075059976675,#875B3F
512,130,53,4,1,82.85069265479298,#604F45
513,0,47,1,1,193.01841405951177,#EFEBEE
514,67,143,5,1,97.05401947756829,#1E1619
515,88,59,4,1,150.008191774569,#131214
516,179,19,2,1,220.5361392147511,#C7A38C
517,98,26,3,1,-24.934881246767418,#1E1916
518,6,121,1,1,90.0,#FEFEFE
519,111,23,4,1,26.508904508235155,#60563A
520,93,132,3,1,206.1219647035582,#9F7679
521,120,101,2,1,-71.73812130703925,#7C421C
522,117,6,3,1,16.31511800646777,#9F9596
523,9,131,1,1,90.0,#FEFEFE
524,103,35,2,1,-56.377380735097034,#2C1B17
525,80,111,3,1,256.21703853385804,#745341
526,35,5,7,1,214.32853758815628,#FEE0EB
527,64,16,5,1,-38.355178284927405,#9F828F
528,59,144,5,1,250.5371697383322,#1E1414
529,108,1,3,1,170.0380301233705,#9F9596
530,17,23,1,1,90.0,#FEFEFE
531,188,101,2,1,216.40951193449598,#9F9596
532,68,39,3,1,-58.77022062680405,#3A2F20
533,134,154,5,1,95.6276336194305,#644D1B
534,89,172,2,1,-88.07550047012799,#493229
535,101,29,2,1,119.51892970559231,#643B27
536,129,75,4,1,20.371255738805388,#3A221C
537,129,164,3,1,92.35288982739836,#2C1B17
538,100,16,4,1,-17.35188493790733,#946B51
539,177,106,2,1,222.09894357282482,#FEEBE0
540,123,24,4,1,34.462060015072645,#604332
541,116,101,4,1,6.736122283100158,#493F2E
542,114,119,4,1,-41.17320550935048,#745341
543,181,145,1,1,64.5659597431342,#FEFEFE
544,73,145,4,1,92.33357489788473,#7C2725
545,131,68,4,1,146.86059622801824,#725D1D
546,7,131,1,1,90.0,#EFEBEE
547,187,118,1,1,2.4383894074742187,#FEFEFE
548,140,152,7,1,70.3224470384421,#746258
549,43,167,5,1,-33.99319018966858,#3A2024
550,160,78,4,1,90.61779695059678,#C7A38C
551,159,170,2,1,8.294558845235656,#3A2B27
552,82,137,3,1,43.30195769386116,#643B27
553,109,156,2,1,-30.726313938897164,#60563A
554,171,137,1,1,59.36165498592143,#EFEBEE
555,37,184,2,1,17.695470592725613,#131214
556,93,20,3,1,-0.45371816453848623,#3A2B27
557,86,137,4,1,35.57410895250223,#725D1D
558,72,49,3,1,107.75884628443748,#3A2B27
559,31,56,2,1,267.9783673417397,#FEFEFE
560,164,140,2,1,5.814575773730169,#FEFEFE
561,144,69,6,1,-84.66593575133484,#60563A
562,165,149,3,1,107.29028775725386,#FEFEFE
563,69,61,3,1,229.5334918680991,#2C241B
564,103,38,2,1,33.81034421254039,#2C1B17
565,86,56,2,1,245.7423513690373,#502512
566,50,137,7,1,254.82748566560443,#9D694C
567,48,62,5,1,-81.46372997404711,#503D18
568,16,31,1,1,39.00315252305597,#FEFEFE
569,184,37,1,1,9.831418875864586,#9F9596
570,18,104,3,1,178.01696689680762,#FEFEFE
